	name	mz	RT	HU_pos_001	HU_pos_007	HU_pos_013	HU_pos_022	HU_pos_040	HU_pos_050	HU_pos_060	HU_pos_081	HU_pos_086	HU_pos_116	HU_pos_124	HU_pos_140	HU_pos_145	HU_pos_162	HU_pos_183	HU_pos_188b	HU_pos_189b	HU_pos_189	HU_pos_192b	HU_pos_193b	HU_pos_204b	HU_pos_205b	HU_pos_213	HU_pos_214	HU_pos_224
1	M50T350	50.226955	349.559515	375013.1276	1997693.353	0	2071077.851	0	2019939.894	4460350.829	880566.2618	4589220.227	0	5017562.406	0	1585425.252	3107641.253	0	0	0	391139.5694	1462866.064	0	3301252.985	284723.4668	0	8398078.21	0
2	M51T316	51.28014897	316.2428769	2278437.105	213624.8383	0	269540.085	1813211.264	538471.366	157273.4704	163706.2328	235317.3703	0	0	136956.596	590298.7501	172579.5892	0	0	3155421.311	2530103.87	2672596.845	0	723518.4186	488337.4723	201342.7276	1826714.322	324469.8726
3	M51T349	51.28733967	349.3182991	0	3988480.199	0	2500236.59	0	2129664.431	3400689.075	1076637.871	5982629.09	0	3882131.04	0	0	6200147.446	244529.9096	0	392420.481	317088.4549	1042963.487	0	4425878.621	0	0	4849777.598	0
4	M51T316_2	51.3007024	316.3434345	1800327.695	2046424.403	723817.6677	150667.4296	1468052.521	670385.2614	575777.1051	695872.3778	744178.3176	612975.4741	1439643.919	0	567340.1263	378346.4732	0	0	2555640.721	1263223.361	1362730.346	389416.2805	1296269.022	521256.1312	466489.7158	1365027.975	1233585.211
5	M51T316_3	51.31288487	316.4544704	1208414.575	1546696.908	723460.6733	150634.094	1492981.97	491348.2906	575740.5535	695872.3778	743683.1577	613627.1594	1455185.556	0	567340.1263	379365.3879	0	0	1807720.97	1131969.628	1394214.377	390190.5178	1295481.958	520588.3168	466489.7158	1017820.628	1112428.73
6	M53T350	52.94600327	349.5218483	318827.2411	1227462.754	0	1855756.227	0	1038084.109	2786277.589	939531.2323	829285.8587	0	2055256.474	0	0	0	0	0	0	0	0	0	0	0	0	2287560.011	0
7	M53T46	52.97799619	46.18337847	1453014.063	219202.8029	1501300.709	1204174.588	1422383.555	540877.6106	1213625.847	4371355.784	3408313.801	793308.3907	1988582.671	0	4134155.996	3225231.395	1317421.535	1295808.719	4359172.017	2535913.965	963683.7021	209652.4461	660625.0385	5345639.589	133545.3473	884416.1201	115844.2488
8	M53T46_2	52.99116734	46.1644	1590625.661	215571.0598	2360116.274	1674509.129	2441238.736	834609.6111	1612247.67	7843069.28	4688216.83	1454548.34	2586649.474	0	0	4592385.538	2237472.126	1798599.69	5699701.926	2951658.785	1264030.568	416853.9612	1675731.758	1469711.17	162843.7872	1684413.797	232094.7436
9	M53T46_3	52.99815425	46.1644	1590625.661	215571.0598	2271162.67	1747481.739	2321761.372	835343.0646	1584300.507	7078589.514	3312962.102	1349214.172	2667659.138	0	0	4671891.187	2048976.688	1619764.944	5893611.294	2903222.768	1264030.568	416853.9612	1675731.758	6345005.724	162843.7872	1672078.989	232094.7436
10	M53T46_4	53.01838427	46.1644	618115294.6	224737098.3	765691056.8	642881240.8	912771957.8	502261489.1	750843688.8	2281198916	1418198777	530264907.1	900186475.6	78794118.91	128412033.4	1452264714	729814945.2	621305162.9	1786269049	949588555.3	622532815.7	260922554.9	558001866.5	1978167178	175319999.1	700030314.9	124581673.4
11	M53T46_5	53.04057746	46.1644	2871487.429	529119.0421	4293663.032	3308452.647	5006307.818	2347795.254	3991188.125	12939705.28	8998422.976	2830239.343	4362503.018	0	0	8095853.579	3547847.042	3009108.781	10918875.19	5355249.449	3324595.873	700407.4707	2963951.369	4286113.136	220010.4727	3896314.414	138612.3539
12	M53T46_6	53.04796365	46.1644	2725908.389	529119.0421	4550980.413	3612038.889	5575930.965	2828825.629	4355952.278	14135468.56	3196066.021	2600048.175	4362503.018	0	0	8095853.579	4167679.106	3009108.781	10452174.83	5849132.678	3324595.873	700407.4707	2963951.369	11781314.13	219591.4423	4102442.265	138612.3539
13	M53T46_7	53.05722686	45.6995541	2725908.389	526984.1583	4293663.032	3308452.647	5006307.818	2347795.254	3991188.125	12939705.28	8320755.118	2600048.175	5548523.615	0	0	8854665.966	3547847.042	3009108.781	9377122.307	5355249.449	3324595.873	700407.4707	2963951.369	4286113.136	219591.4423	3896314.414	139323.3386
14	M53T46_8	53.08637522	45.66486121	0	173013.2777	160322.0005	0	0	0	197643.6695	1734859.724	1039003.051	620368.765	161312.7943	0	0	1236247.178	0	161840.5638	1123890.488	206902.4692	221555.1776	0	0	0	0	0	109740.2269
15	M54T46	53.51884285	46.1644	49463899.88	20758564.11	88476903.41	65870337.12	97024883.25	51265013.56	82420075.12	297939301.3	179752723.1	62704981.83	101209780.8	4611792.141	8763551.118	178707286.7	77727276.49	70842042.14	228523059.7	108169235.8	61273012.58	17518652.41	63778848.99	245318924.4	13547517.08	76732928.7	7140777.282
16	M54T350	53.5897619	349.5187761	590745.5382	3979115.891	0	3305150.899	269455.1968	1925050.239	5164627.175	1192625.913	5998530.369	0	5330746.185	0	2099361.646	3589800.784	0	216963.089	808783.2975	352563.6798	2066120.916	0	1080620.173	1169057.186	225175.9489	5807597.262	0
17	M54T349	53.68984633	349.3586486	0	3457868.194	298690.9558	3185183.434	0	1569891.603	3740951.984	0	4352982.921	0	2931088.137	0	0	1985007.522	0	0	738008.5289	0	324548.4922	0	3313813.654	0	0	3481386.397	0
18	M54T46_2	54.01716295	46.1644	53318557.29	21501851.25	94784390.86	74981686.72	115557417.7	58604860.93	94430695.3	345557957.7	202696028	66371199.28	111100091.6	5990474.223	10345053.85	211063885.7	86782234.93	77124824.53	266703589.3	130088024.1	73465966.3	23929447.97	74158541.66	306197602	14426831.84	83073577.62	5663588.144
19	M54T350_2	54.1153448	350.0195389	6179307.768	7993838.994	3608185.839	7189502.527	5892392.963	7159869.539	7011676.712	6267716.689	7914023.716	4790428.689	6595853.891	991972.6317	5168359.282	3402280.619	4187974.91	1974339.557	6663860.745	4573108.053	5798423.375	3422049.397	6291530.007	7803027.996	1639819.239	5568396.783	0
20	M55T46	54.51882009	46.15982145	247695.7176	0	515093.8301	592587.0241	325094.3574	0	836112.787	4865218.399	1246687.702	706426.4336	1436466.224	99120.19587	267600.4601	1583512.556	1137415.648	699958.0208	1741678.932	234560.4759	749185.0241	0	389770.2767	3582002.342	0	1157502.587	0
21	M55T350	54.64881565	349.5202763	0	2781412.457	0	3303428.16	0	3156177.814	5347032.725	1228052.723	6246283.904	0	5925125.872	0	1821457.128	2913570.22	0	0	910758.9021	447564.0841	2072150.776	0	591911.2877	523219.7735	0	5812462.787	106631.3093
22	M55T66	55.05413623	65.57763581	3236152.227	5504260.831	1077632.283	2543601.153	3374395.684	4878169.937	2569301.231	3155308.697	4319915.364	0	4199495.463	1717494.317	7846838.158	7729194.291	1641497.627	2059189.6	9753129.889	5577423.84	4504191.221	7485200.502	12377731.3	7951809.756	3976566.019	3972951.419	1465747.289
23	M55T312	55.05398566	312.4331261	466528.964	1696065.447	1468675.573	622634.1305	1498601.002	578601.8218	1555290.95	3867499.727	3996623.049	0	1713775.583	185006.273	0	197177.5504	812678.0039	439099.0794	3303906.399	783445.3943	2301522.079	495816.2502	1494883.838	1708927.849	0	123102.782	119866.8505
24	M56T349	55.91431477	349.2979625	303735.5362	4081513.002	339167.1497	1754342.973	0	1661329.733	2748564.478	0	4439813.405	0	3893560.423	0	328405.3962	2997259.475	0	0	0	238063.3191	956703.9986	0	4409902.299	0	0	4319589.804	0
25	M57T349	57.16087312	349.4665992	0	1757902.352	0	2149405.359	0	1657083.168	3763495.553	1412664.133	4386445.25	0	4771715.67	0	2104594.542	2845978	0	160714.8934	478295.1849	0	1552168.875	0	3263805.993	297226.6036	0	8820340.12	0
26	M57T65	57.2896555	65.39156489	0	0	0	4140054.362	202730.2347	0	1517951.288	744416.5243	961954.0102	0	1134511.926	0	1753088.94	311630.4825	0	0	0	0	0	0	779641.6828	490350.0918	343882.715	969190.5928	0
27	M58T56	58.04582265	55.53397322	0	8550094.575	0	1976307.153	326619.9393	1132237.496	1376681.411	1038048.156	2811767.165	0	1157825.608	324054.1986	2583417.239	1530902.64	222874.4806	0	0	2184661.193	1219322.025	0	1875521.79	0	1668037.32	943779.7018	0
28	M58T56_2	58.06506322	55.70256967	474341083.9	2480807801	329041120.9	810234681.1	397580634.7	626870281.9	588017441.6	720969420.8	1328646596	306722391.3	757803628.1	457532076.3	1001530942	850305776.8	267192185.2	21186158.92	567281863.4	786405741	863434781.1	525425471.3	640699995.6	386492670.8	630866488.5	698147338.2	88556.72287
29	M58T56_3	58.08434875	55.53345705	1921795.551	12476043.35	0	3277079.448	1180968.724	2641017.137	1899050.721	2736489.461	6525690.085	537216.6924	3749761.711	1718954.757	4154793.827	3588615.229	311564.5066	0	579227.653	3717542.719	3268070.491	1794549.563	1438677.248	326795.2046	2688223.817	2706425.351	0
30	M58T56_4	58.11170141	55.56150357	877431.08	13693924.11	381420.5738	3968992.197	1527200.877	1875430.901	2414024.442	3019027.525	6698559.272	666666.4454	3609727.168	1413913.315	5310427.7	4061600.582	762135.3835	0	454103.647	3937998.227	2855832.916	1299664.562	2407874.036	722833.8618	4205159.503	3381074.316	0
31	M59T251	59.04903822	250.9874492	5145479.414	30052220.54	12294189.1	5982030.122	7117083.915	19000992.53	6476430.287	9515299.321	88223631.01	4042959.561	23837379.14	4187020.303	5251722.86	14977611.73	3891060.172	0	23644019.56	11799063.15	49604149.43	12771134.93	8293478.582	12768900.2	1323065.365	2718619.865	0
32	M59T56	59.07304483	55.56130726	55640891.76	658545367.5	39176486.29	132707517.4	46155034.08	97349929.49	84157777.39	126090115.2	331229230.4	31812877.63	126180191.6	54006147.5	257476670.5	176794692	34913276.24	1464504.044	23450415.97	158762803.2	133159975.9	55794388.59	115555967.6	28207777.6	122744531.8	152907740.6	0
33	M60T60	60.08093448	59.78832536	9076504.348	85231131.32	3309177.913	9037562.938	14290810.04	7351558.779	12655766.65	4252217.513	33738216.81	4035824.124	24385624.8	4467110.94	15976558.66	54508153.89	6515054.734	8637288.571	7994858.369	2689177.872	46417970.83	19454411.88	24983599.7	27126079.89	28022613.46	4910726.188	325574.9036
34	M60T95	60.08093448	95.01518069	675714.1004	5615464.773	1312146.763	2226180.868	916123.2506	2935527.512	281624.2067	3674775.598	5143156.281	2862667.909	2071644.977	3497578.689	3938554.808	7945330.502	1457270.448	3264548.538	12184875.96	5965093.768	55587117.11	46186169.99	8320980.71	19319003.47	6271089.437	3886131.339	57204.88308
35	M60T336	60.08075852	335.9072399	0	15358106.45	316849.6721	3069569.489	1580156.155	700538.4164	313603.0433	985823.093	1855534.089	5536714.725	12634239.39	0	870142.2803	1680603.607	2239077.44	119858.9693	2244472.609	1817227.597	4072490.052	2846672.558	2501591.628	3370097.273	346705.2857	2773925.799	0
36	M60T94	60.4104765	94.30489389	1057918.746	1653689.245	4975650.583	3998900.32	2914109.981	7177071.898	6683842.558	5957962.036	5684090.692	3208554.642	8743454.699	5788244.893	10566209.82	5136038.864	5907819.679	5208553.857	6442956.147	7083299.004	4585221.417	7375638.646	9846936.506	5400158.459	7946513.776	9927943.788	550179.8508
37	M60T57	60.41024583	56.94371112	12101952.69	5982134.354	6853671.977	7451229.659	7528136.452	12174235.11	8593253.614	8560329.316	13430874.37	11183732.2	11725521.98	10702417.81	16636231.74	19258469.86	12034548.59	7786175.918	38969829.33	10077215.03	16853376.59	41109998.23	1871145.891	22735250.04	8756963.369	7617928.017	2807212.892
38	M60T60_2	60.42569446	60.39250976	252584.8101	2622437.079	1865692.205	2190581.644	4041060.11	4607337.645	1010204.095	1545775.269	3604578.574	2272888.764	3562839.031	322695.2494	4483561.488	772920.6595	666725.4289	3115503.541	4908298.584	1227586.375	2797288.502	911216.6946	539371.4014	0	1088640.359	2545777.862	445132.203
39	M61T69	60.83251645	69.30101273	6809926.664	5977581.358	3862348.388	7431686.297	7816570.206	8567651.916	7094119.446	8914970.639	9260859.163	5862897.147	9040148.653	6618608.244	7373243.066	5060225.477	5103692.107	7513540.421	7592962.605	9811535.81	9152933.173	9342453.317	12114527.34	11009093.78	6794920.117	7207299.874	1755860.387
40	M61T61	60.84265932	60.64984792	806305.6881	349668.293	1994906.385	2344797.96	352896.3993	724258.4927	2157909.805	4810580.22	947597.026	2364343.417	4227354.668	2572537.707	8722399.766	0	825134.7512	7563978.416	7227232.616	796647.3696	3549103.338	2637010.426	0	621335.5066	657137.9134	0	849010.4156
41	M61T46	60.87486948	46.1644	1121938.213	0	0	0	2149889.47	255984.9463	522260.8215	3221871.796	491957.3602	0	678990.4443	0	0	884838.2912	1578683.218	0	3425466.418	1969341.581	1694863.105	0	0	3491717.808	0	825549.7314	0
42	M61T60	60.93289238	59.52345611	2589269.291	2105700.243	3746647.395	1661357.372	2394163.053	1239790.672	1982722.691	1863112.438	1217717.26	1094945.404	2125728.779	2146133.304	2115071.096	1744902.713	2591056.494	2194852.798	2608103.362	5793455.133	2180911.992	3116038.966	1785609.36	2693261.812	1973714.987	1889764.705	199284.729
43	M61T55	60.98867496	54.67890318	62781575.32	43870050.69	66884955.62	69378426.4	76755532.31	81340626.55	76564787.86	63496419.33	52528645.07	87134031.2	18415206.24	64840951.19	18638616.66	18563160.92	23278153.81	48047446.95	84295414.04	25387673.01	20265075.42	119429329.4	18117727.03	36383929.16	15343016.35	15917520.18	8277195.523
44	M61T65	61.10237002	64.98857393	13335482.42	16898006.71	13101825.33	17937601.23	14624880.15	13478303.5	15403098.92	13313365.32	15048806.32	7362744.189	16664574.2	11214181.11	13799118.56	10953552.63	31919046.2	11949663.96	17784969.09	21765880.87	26824780.15	14736617.53	16344448.89	23311067.75	13536835.77	10555839.86	2807460.041
45	M61T46_2	61.13288445	46.18349675	0	0	0	136198.0092	2511513.918	0	0	3668569.184	1261309.522	0	364435.8232	0	0	0	0	0	239706.6276	0	0	0	0	0	128748.5455	1044303.783	0
46	M61T46_3	61.14586836	46.18373066	2054732.377	0	0	136769.9599	2421422.618	253209.9691	1153116.716	2217895.54	1350929.771	0	685205.3727	0	0	429939.0694	1581188.696	0	1362146.684	6035082.917	1823551.45	180523.9712	0	3626560.055	130067.5678	1328735.942	137773.2944
47	M61T107	61.19392989	106.570938	87563.94156	1270670.046	1457152.569	2109465.202	1903248.343	2185161.707	2335033.813	2606322.9	2099461.948	567662.0579	2582016.551	1547918.92	2247291.336	1932353.12	1828557.202	771228.198	1442929.36	1682005.894	2172286.454	1262039.544	2030071.862	517615.306	1669529.996	2181304.079	0
48	M61T68	61.24756589	68.01552077	7157714.828	6475999.735	8582852.234	726553.901	1023327.067	0	7108888.16	8732069.652	8758654.802	884417.0056	1994766.452	973983.7134	5465283.776	5769108.44	6282572.075	4470766.843	18104275.76	11097612.64	1031477.095	1848130.975	1074603.052	10797543.37	253910.832	7048886.299	863240.5478
49	M62T60	61.6628571	60.30417382	212940.1376	3128715.183	0	0	1056355.8	3099189.867	0	0	2584062.908	1850688.333	3182622.636	247141.231	3718113.41	0	0	374176.0997	4042410.164	480689.117	1161679.444	431090.9007	0	0	3315250.37	2034807.131	298838.0002
50	M62T96	61.67851891	96.04685495	916570.6699	1504192.556	2766121.883	2580211.711	2656704.996	5606619.751	2493566.386	4824287.095	3039216.636	1405611.013	4017637.591	3750368.407	5846205.459	3074377.611	4529229.276	4052858.219	3473901.284	4686573.177	3271434.171	7174004.605	6252958.957	2373794.954	4998124.231	5871656.18	317794.5096
51	M62T57	61.67870928	57.07830954	8297555.392	4379140.09	5985090.179	5702754.713	4665515.02	9514822.279	7467337.408	6345014.75	12185740.55	10242211.1	9695935.122	8581901.195	12553988.21	15502816.44	10141296.72	4930679.658	32406491.36	8716620.733	14782356	35676761.01	3744710.177	18167716.03	7785027.749	6656845.008	2584762.583
52	M62T46	62.00784559	46.1678995	38882466.4	1602134.567	1563235.172	8027378.532	47575027.05	7090431.995	34236350.18	65333053.65	41220202.72	2632061.096	31416387.75	1238855.719	1153333.66	34848166.56	44371248.82	1591317.84	68337060.18	46791176.87	34485211.76	2603132.503	1264593.094	72232845.45	1846646.075	26754906.9	4544720.006
53	M62T66	62.05972954	65.66560341	5211774.147	9542113.781	4490336.428	9025426.652	2379069.735	6385965.083	11100231.06	4749461.195	15898907.37	3992049.294	7750898.241	3595372.181	12611284.97	10071299.31	2327968.252	5254289.142	5394212.134	7230064.256	5874202.444	9333275.04	23184680	5846984.477	2719753.162	10413423.79	796055.9977
54	M63T46	62.50524388	46.1644	4152585.518	89621.99183	0	0	5101297.145	572114.8781	1066917.517	5885018.464	3437133.886	0	2938402.843	0	53149.68265	3029239.513	5273012.338	0	6887378.307	4495533.172	3090799.994	141317.8399	277590.4674	6792008.385	224918.726	832722.6301	216285.1426
55	M63T46_2	62.52130662	46.1644	3840579.23	960214.3544	3195761.037	3438807.604	9103679.179	5701566.873	8600528.193	16936252.99	21975532.22	7392547.337	19521912.31	1868317.474	5650288.73	34759187.38	20566820.74	5792151.546	24732994.79	17172373.07	11468772.16	3295953.516	6409579.147	9755772.235	5135206.621	30200049.77	1275000.116
56	M64T46	63.50533706	46.1611695	499953.0208	0	235685.834	333236.2495	1932391.666	257883.7276	514716.0737	2333648.014	1870449.312	0	995242.2777	0	0	610013.064	2244513.58	0	2531673.342	2374587.954	768832.2741	0	391288.3132	2123939.308	0	0	0
57	M65T350	64.69751913	349.5593483	424926.7063	1888947.349	0	2379135.797	0	871999.9768	4002217.336	784839.981	3383482.531	0	2017902.878	0	331904.3368	584436.1857	0	0	0	350366.0231	765391.2761	0	1193511.079	418539.7771	0	2378124.071	0
58	M65T62	65.00529447	61.7375459	3326781.243	0	712312.2145	0	0	0	300732.9685	405763.2288	1835131.784	3074205.769	1440222.707	663311.3196	0	10910360.86	440618.1753	246483.3286	0	9728573.908	0	0	0	418638.7595	0	231045.9763	0
59	M65T349	65.26069826	349.464793	0	2888185.148	0	3121361.645	0	1422424.327	3730787.257	987346.3509	3685421.12	0	3822221.771	0	352865.6128	1447059.134	0	0	418131.4813	256394.3679	1270919.364	0	2246652.11	0	0	3268456.605	0
60	M65T350_2	65.39529744	349.5132667	143077.5627	0	0	1490860.78	0	224597.9761	2797542.451	0	2316526.301	0	2227112.755	0	0	0	0	0	0	0	556909.4099	306360.8766	474877.0811	0	0	3258257.146	0
61	M66T350	65.56790234	349.6235745	556036.0301	2283956.355	0	2639831.492	288601.9515	2657775.178	5140541.159	997035.5123	4166619.781	0	4519480.32	0	2222820.902	1919678.781	0	0	1671903.029	303683.4219	1701399.366	0	0	923011.8894	0	4946305.627	0
62	M66T349	65.69803039	349.4903835	0	642855.1813	0	1085841.709	297160.3823	0	2287278.06	0	1427461.312	0	1411352.064	0	0	474695.925	0	0	0	0	0	0	0	0	180167.1477	1213893.064	0
63	M66T46	66.01891371	46.17488188	104454984.9	2895689.449	57800455.21	59277905.28	166958915	63938517.11	142296261.6	332784378.9	287593270.8	19507518.24	171135529.2	427787.8524	987046.266	286140959.7	81609468.67	16921314.96	218409869.9	136207428.3	119399077.7	4792671.931	60556491.4	272938910.1	2755723.908	126055959.1	2880856.338
64	M66T350_2	66.256329	350.4936404	1506697.497	944713.0944	1041714.342	1830856.766	189865.1085	0	1336358.589	2792823.405	0	988239.486	0	0	0	406843.5146	0	218681.6944	1626771.174	355261.2351	1829378.155	1578514.952	0	0	1282401.538	0	0
65	M66T351	66.28650625	350.5763452	3840417.184	4905524.663	6236896.32	4806091.499	2963777.445	2509830.636	5341889.913	3187517.84	3327798.271	3906391.246	2708851.266	4099851.365	7311878.944	603970.2667	983115.6443	1120193.415	2716389.61	3816785.486	4265935.089	2851156.705	4576002.869	1869091.771	2945538.119	9019522.47	0
66	M66T351_2	66.29405419	350.5843737	6017783.793	4937868.428	6254836.6	7368989.387	4504501.506	4339854.182	7577795.563	6143760.365	5419930.621	5449199.739	5936604.861	3901823.463	7303076.523	1672124.774	2245540.218	2228521.058	5532917.547	6055322.952	6575718.066	3103636.021	5884616.935	5081931.566	5238253.437	6665324.192	0
67	M66T351_3	66.30148168	350.6183903	5838137.387	4937868.428	6254836.6	6919778.363	4108924.224	4138141.434	7386362.06	4289198.873	5196020.173	5126689.626	4819163.317	3901823.463	7303076.523	1693354.753	2238217.426	2238286.097	5124392.954	5080299.585	6156860.568	3101551.046	5518675.509	4479892.528	4464006.714	6665324.192	0
68	M66T351_4	66.33668456	350.5746367	5485842.348	5713714.546	3450254.435	5370036.751	2579413.157	4296752.685	5966885.019	4617134.61	6096576.851	4718142.077	5721026.516	1420822.831	3947375.221	1037628.668	2349647.142	1334408.513	5846581.706	4858357.234	4457107.41	3429916.485	2620436.726	4614178.524	3441740.641	4453890.669	0
69	M67T349	66.83461916	349.4652922	0	0	215120.6617	754350.8635	0	401985.8669	2069189.768	0	1655688.728	0	2453067.004	0	453162.189	644975.562	0	0	347085.5698	0	732989.7644	0	520496.6393	0	0	2970259.481	0
70	M67T349_2	66.86503476	349.1284754	0	512476.508	316675.7216	1140792.992	0	403455.2147	1781405.772	0	2053493.894	0	1285357.564	0	143433.7918	359537.4042	0	0	0	0	159451.148	0	278156.0766	327794.1167	0	777393.0967	0
71	M67T350	67.0034666	349.6557503	0	2000116.053	0	2696673.5	307052.106	2387468.81	4742987.626	1541223.493	4076551.805	0	4113335.524	231327.2245	1155267.194	1593682.142	0	221492.3528	1613391.122	0	1826969.105	0	0	921971.5626	0	4307366.074	0
72	M70T64	70.02864727	63.70994733	397606.7183	2439333.376	302857.3488	0	520858.4194	1342338.907	690183.9455	655293.7727	376085.3856	0	716828.0689	208963.5	0	2031204.359	0	765746.6129	2544397.542	2003127.687	0	0	0	261539.6267	157692.5861	4128202.594	0
73	M70T349	70.42637913	349.3354665	0	2501769.059	0	2285588.232	0	1708585.871	3559425.302	685620.6612	5790037.143	0	3977597.672	154483.8367	2213660.107	9998759.467	0	0	0	0	1319067.185	0	3092240.339	0	0	11114972.29	0
74	M70T46	70.44805269	45.75991402	420800.9359	0	0	0	2014774.561	958395.0893	261649.0236	405324.0997	1791795.291	216966.2139	2849716.951	0	347446.9899	2399360.59	5174210.986	178308.7082	1235049.494	3275560.641	2347829.251	300968.1108	231110.1353	1782873.228	585245.5774	4618707.952	940853.1325
75	M70T46_2	70.48463406	46.16012643	0	0	169802.5837	0	2295608.934	609341.8676	482471.9191	1329897.743	1865271.496	0	2801842.511	150746.1983	400213.914	2364657.118	5113210.505	0	2502040.224	3192665.537	2081381.409	0	0	1657664.165	1061090.95	4255247.797	603081.1872
76	M71T46	70.57268502	46.1644	0	0	158654.2873	248317.1209	4957855.258	2236297.472	2230497.302	4028162.188	3710995.124	232453.3169	5827055.356	639580.8816	1309391.313	5188965.181	10042486.18	330801.0726	4871200.048	6777648.808	4910696.762	1186180.645	0	5020970.039	2053152.366	8146683.351	2045516.969
77	M71T318	71.04910806	317.7326003	196384.9585	459273.5778	418285.8691	961755.6676	1367298.428	829208.6485	0	1480535.966	4173331.62	316678.0588	3190354.444	1265300.288	1305148.6	2072868.854	454578.9185	231105.473	236998.2234	0	470216.5902	0	8014172.79	1314082.369	0	594920.9618	0
78	M72T65	72.08073541	65.37012086	344242411	509367568.2	163181041.5	179924469.6	298456838.3	299543274.5	205946994.5	280547501.3	466278180.6	25037072.71	382227015.4	238886801.4	574943594.6	130512544.7	188417322.2	158796975.7	490988873.9	571026494.5	277252599.7	363878432.3	682670552.5	516138911	423044092	451058655.9	437147702.6
79	M72T66	72.10745176	65.88365916	1384763.11	2214803.572	781479.4334	225599.6061	1664706.112	0	0	1320819.789	1627508.623	0	1189982.026	0	2358430.846	2486464.894	316557.3943	0	1515891.743	0	0	1029377.022	2090885.79	0	1057017.503	1677294.225	2193866.111
80	M72T66_2	72.14516	65.69583082	1544533.821	2422137.062	0	0	0	0	281592.9525	1017400.84	2196853.993	208418.0321	1764414.462	1130976.36	1998875.628	2693422.358	281666.1312	146277.1656	1509448.178	2888977.12	0	289408.6254	3578807.534	2177369.461	1772911.372	1963125.715	1942840.862
81	M73T46	72.70047764	46.1644	896981.0195	559028.4754	1476313.837	1482032.741	782286.5156	856497.5045	2361524.388	1879547.836	3718908.419	2595400.687	2207188.394	0	0	4866131.694	680103.5158	2389854.117	2465791.004	1608086.602	1841752.109	1275590.161	2669555.941	1156891.384	533935.0119	2565281.617	169395.1254
82	M73T46_2	73.1675137	46.1644	709390.9154	188017.0374	1779165.32	1214177.395	0	1296111.057	1763528.007	637655.946	2344725.295	912534.5603	643424.6785	0	183560.9677	2265642.6	0	1236423.473	0	564756.424	628314.5799	0	488379.76	0	155491.256	1263325.357	225743.8325
83	M73T46_3	73.24147344	46.1644	1345647.163	608356.0779	3034254.201	3009101.375	2165880.185	1999239.267	3923540.273	4533144.6	4550078.638	2818131.939	3291075.126	167560.6299	251619.3467	4918159.077	1223694.393	2831587.653	2121016.884	3201117.43	739300.3012	904880.2489	1913591.245	293743.468	813414.7589	2896249.336	134413.069
84	M73T47	73.25841615	46.58747828	1335277.411	624797.6948	2697397.336	2439758.246	1460318.633	1614691.366	2905167.27	2885913.446	3861053.667	2289815.032	2607393.338	93635.7019	2980524.248	3012542.045	1037508.729	2620784.441	2042175.974	2222035.478	767468.8556	985518.6265	1707705.938	0	838241.8774	2062616.617	129890.1055
85	M73T46_4	73.4455096	46.17200282	1583035.577	966730.1115	2229911.875	1937247.254	1189725.238	1423113.759	2158769.746	1441113.612	2650236.201	1724666.764	2223638.796	0	0	3029125.868	966020.3187	1558831.439	0	839130.4779	803583.262	197572.7068	1446103.557	0	302844.6875	1439200.844	0
86	M73T46_5	73.46571736	46.1644	2919318.645	1723864.991	14727175.37	13208210.12	11141348.66	10672507.98	14219940.88	17838521.47	18200168.75	10792944.44	13264695.63	550100.3378	520747.6106	18389977.5	7583991.146	12301225.04	3440247.184	9672585.603	8282480.709	1356077.252	9372141.099	1535052.922	3807776.889	11211376.84	309237.4639
87	M74T46	73.82394607	46.1644	1751008.673	712865.9697	3479994.033	3118974.515	3233269.336	2479274.199	3713614.592	5027702.974	4832461.242	3123629.495	3913464.031	0	196528.0678	5454373.185	1344112.408	3624761.099	2581294.058	2626993.16	1907610.481	1708812.956	2420597.959	340734.7305	355435.03	2890316.607	0
88	M74T46_2	74.00505398	46.16998695	0	0	1344465.917	992544.8457	595809.2097	366895.1959	0	0	1975662.118	290363.5591	533503.7029	0	0	1870155.971	0	642759.8887	512297.4426	243329.7518	284792.7665	0	1164759.364	0	106874.1771	0	0
89	M74T67	74.02362265	66.83476916	218532.2388	0	0	0	0	0	181551.2932	986311.676	0	0	2096421.761	0	179475.6465	1505143.264	0	0	526273.4859	1866438.474	0	0	754773.5391	0	1842129.572	1542170.057	0
90	M74T46_3	74.37786902	46.1644	650130.1554	197222.8156	1048195.442	1097238.844	340760.4295	606082.4299	1479537.822	1980972.999	3353638.333	1588275.46	2254922.448	0	0	4181049.778	435529.9963	2431265.137	0	1764094.74	1392097.429	1351018.052	2327363.035	551295.6385	118810.0337	1511410.252	290885.5663
91	M75T46	74.55868099	46.1644	1253585.329	404592.7348	3033664.026	2823683.785	1350306.97	1984284.42	2954741.316	2127634.37	4389148.57	2007903.257	2522465.462	0	0	4338145.863	0	2229386.971	1345903.418	1079941.226	1286209.097	0	2502577.752	251358.5074	122204.3615	2287522.931	0
92	M75T55	75.20091858	55.41787908	0	5023580.279	0	836609.3114	0	1252624.082	1074190.962	2032246.104	3248242.54	323257.4458	2289505.39	772737.2902	5393430.445	2836611.23	1159655.008	0	1038993.447	2515240.325	2813683.433	1404664.7	0	0	3533033.95	2300033.333	0
