	name	mz	RT	HU_pos_001	HU_pos_007	HU_pos_013	HU_pos_022	HU_pos_040	HU_pos_050	HU_pos_060	HU_pos_081	HU_pos_086	HU_pos_116	HU_pos_124	HU_pos_140	HU_pos_145	HU_pos_162	HU_pos_183	HU_pos_188b	HU_pos_189b	HU_pos_189	HU_pos_192b	HU_pos_193b	HU_pos_204b	HU_pos_205b	HU_pos_213	HU_pos_214	HU_pos_224
4699	M273T65	273.1100283	64.7076353	0	320398.8837	0	1723441.543	1229162.231	0	0	0	4238837.429	0	493335.7494	2489872.181	0	3810995.45	432469.1841	0	0	0	0	290959.382	0	0	555573.2447	18160457.38	0
4700	M195T334_9	195.326442	333.8502012	0	900801.0127	0	3343552.592	140493.8734	598064.039	0	0	243554.193	1834907.822	0	0	0	757276.2454	3191265.719	161016.9724	0	0	0	0	0	0	0	0	2423275.154
4701	M369T406	369.1209132	406.0117119	0	8406704.706	0	45647035.18	0	25678868.53	0	0	0	1902248.413	189237.7483	184670.7814	0	13233222.19	21075792.23	0	0	0	0	0	0	0	1610662.305	0	0
4702	M329T330	329.0884582	329.7484534	259415.1216	0	0	21168362.59	0	5987284.411	441719.2529	211390.3512	0	761690.4197	126021.4949	0	0	13256545.87	7235337.844	0	0	0	0	0	222909.3351	0	0	2728.908533	0
4703	M91T50_5	90.9767224	49.83932335	827829086.6	233914241.7	479558928.4	438166586.5	338347296.7	297435705.1	361729656.2	245348452.5	137703848.5	582176249.3	199857311.6	319460192.7	528408132.2	127129219.5	422868393	1419367166	606243586.7	326678237.3	289782830.7	293726367.5	18367350.28	434120002.7	338932441.2	83938321.88	1611348774
4704	M139T434	139.0754128	434.2108039	0	2944215.253	2412176.465	1221032.968	544082.7283	1626244.29	493628.9784	1784960.332	1681362.205	0	2551193.841	917908.4483	2827585.325	392173.8233	243288.1789	40766.43242	2245435.265	604584.2648	2561964.205	541421.0733	3603900.235	3775512.904	547235.2418	150969.0781	0
4705	M222T366	222.0739361	366.1298631	5261995.522	3362671.335	3079480.671	5344343.633	4860862.609	27597665.19	7022551.33	29822628.5	214022862.9	1292596.383	37580912.93	16844457.61	244447.2269	4882034.521	1510495.179	1372266.089	2232241.786	1568077.586	2807548.761	716855.6506	7899279.644	8677396.846	2942741.366	434111.4361	0
4706	M229T489	229.1437241	488.5980794	0	357863.3121	156337.3462	484264.5605	0	363422.9678	0	0	0	0	418197.5654	0	0	0	0	0	0	0	0	13123596.95	0	0	0	0	0
4707	M124T66	124.0397854	65.94375617	1292303.428	4258145.327	0	0	193455.2814	304314.0043	0	0	2419877.238	0	1314666.029	1417146.684	2251555.217	1670519.738	3614112.241	358046.0262	1255127.949	3345040.494	0	1105475.977	0	397714.6194	0	1388920.242	115514.4465
4708	M62T349	62.46254346	349.1971214	0	7067611.435	305559.4554	2910069.54	323078.484	1494964.183	2898256.69	0	7659061.866	0	4336522.329	205242.2318	932789.5758	16049243.64	0	0	238940.5951	0	624476.3979	0	6846552.688	0	0	8865223.107	0
4709	M137T388	137.0960585	388.1210258	4039305.113	0	0	354917.7128	212140.7108	886391.6429	707795.3679	857750.2923	1174165.323	148692.7158	830606.1938	129669.8013	500549.8452	1206893.183	0	106129.0373	1582885.704	423809.2691	617741.072	654240.3628	1913720.951	3924157.63	0	132765.006	0
4710	M276T244_2	275.6668153	243.8033782	1946383.319	1486352.023	176331.1705	1049527.502	161702.5543	0	82544.24491	876392.6351	380750.7304	346311.899	300538.9567	253191.6497	0	0	0	0	0	0	0	0	4145189.341	0	0	0	0
4711	M147T66	147.0452741	66.02266573	8249713.914	9816537.521	4220666.589	3555618.664	12928792.75	10140411.66	4868648.064	1875553.184	3397875.62	0	11017445.89	0	11991979.8	0	855714.4271	2691167.141	13426794.38	8320625.138	14976717.21	4535323.398	13901023.01	8457686.271	10217529.89	12693948.25	0
4712	M293T698	293.0986728	697.6355435	0	0	0	220913.3453	0	0	189482.8579	0	0	0	0	0	0	0	0	0	0	155854.0045	0	0	0	0	0	0	0
4713	M303T270	303.0721862	270.4545892	0	1014549.797	206222780.8	600088755.3	1497298.221	204248668.1	3618372.157	0	498285.3706	88826903.09	18833849.07	168558.793	12106023.27	264772526	435897404.6	0	2358826.488	1055694.311	1716662.135	0	5202896.381	3186118.497	8912562.602	0	0
4714	M139T409	139.0754128	409.0889062	1736232.341	3845820.132	3212537.384	6606907.466	1411040.461	4135746.671	9144677.187	4710200.769	15470535.8	2545686.112	6527562.125	3738752.81	1925705.95	7492956.219	702436.9853	1947469.062	5206150.974	1427518.283	402630.0742	6502249.446	11960288.53	2625896.623	80523.74815	973535.6486	135116.1679
4715	M308T255	308.1265936	254.6145853	0	0	273002.9641	97359.95452	202441.0489	208632.9372	2073342.283	1374843.046	0	124307.8697	45691.36803	0	0	0	0	0	0	0	0	0	148471.4815	0	0	0	0
4716	M401T371	401.1830199	370.6452815	0	1545013.652	0	0	1862947.559	1937033.018	3113591.491	914735.4766	0	1525548.723	0	0	0	0	0	2088888.537	1389348.826	1171324.87	0	2016262.433	0	551104.0948	0	0	0
4717	M112T721	111.5492647	720.5358229	215640.6401	0	233560.1386	0	242693.5167	646486.2628	0	0	0	229259.7396	0	250342.2071	0	0	0	0	0	0	0	0	0	0	128252.2201	0	0
4718	M181T287	180.5469576	286.7129834	4730471.378	259966.2809	2331724.716	191863.9486	317919.4407	282417.5487	617009.8484	417856.7538	499413.1625	2018563.145	5034928.371	156462.2435	0	193403.1927	0	124324.347	0	0	0	0	0	0	124384.6301	0	0
4719	M369T305	369.0726855	304.5587359	0	0	0	10311124.13	0	3818436.128	0	0	0	226366.1962	0	0	0	6096530.122	7399621.616	0	0	0	0	0	0	0	276265.0479	0	0
4720	M401T491	401.2188491	490.5813187	0	166135.3462	8302298.617	722162.8528	2055268.953	2147070.043	162390.3418	409256.066	1356305.141	0	1146574.692	229350.9411	2949284.095	1511347.561	167467.0061	0	1139456.166	637880.8264	538012.0002	0	2852935.74	2147338.485	0	0	0
4721	M138T57_2	138.1728264	56.64586994	0	410207.8335	0	1293205.412	374288.4394	2625394.94	440604.1567	0	2460656.21	662224.7387	2899889.342	347974.3073	0	3788479.12	1967609.343	0	420710.9439	0	488195.3305	0	0	393285.5308	206200.9346	1729351.385	0
4722	M347T415_2	347.1509557	415.3805137	0	276709.3174	0	1771716.456	66098.16274	634854.9921	0	0	741141.7831	573650.7146	0	0	2402880.106	700211.781	689248.7047	0	0	0	1713527.523	0	61227.45339	11477.40824	8988982.495	0	0
4723	M145T262	145.1335859	262.4790715	5866499.306	1108964.798	1551468.934	7257895.597	1785917.082	84498218.6	1821079.938	23175580.41	1992407.757	7664335.05	1766099.17	3332071.281	0	140217.5928	1829287.626	35306589.39	2696339.05	850197.0941	5052315.171	0	0	1319937.877	2474533.79	396326.7993	10153923.85
4724	M386T382	386.2193436	381.6681026	201082.529	879045.5738	0	1876090.087	746398.4837	2574898.227	194069.053	673459.0006	2088183.985	374865.6925	2257026.071	0	6192687.381	0	818776.9947	237068.572	0	0	0	1049144.663	2040562.395	655477.3833	409176.5609	449761.5238	0
4725	M153T293	153.0753504	293.1971546	1832959.788	20124143.54	4470179.341	215446444.2	11863075.65	138590342.6	27069241.94	5345330.914	25484761.95	44461930.91	25591030.32	5761579.187	6807357.484	17904331.21	90519252.55	8359909.023	20757717.39	3952663.91	122245371.9	25258849.86	59520294.33	108860001	5910893.807	3687000.202	293575.5561
4726	M78T349_2	78.47399511	349.4652922	0	1882602.875	0	2064636.262	0	1365501.219	3340254.426	473748.3781	3228533.29	0	2580404.364	0	0	682587.1466	0	0	0	322238.0028	343239.7182	0	1784787.516	0	0	1881937.401	0
4727	M217T51_2	216.9234687	51.07058034	35583001.11	0	2282386.14	4702533.178	7140419.724	2327769.052	3760102.007	4360481.273	96456.40979	10067411.03	1188844.824	275912.7291	1215388.802	327963.8959	8687938.447	76827969.32	8400537.319	6525535.816	1537916.892	866352.1037	0	5726235.467	13102003.53	539084.7809	174647265
4728	M739T60	739.4892598	60.24947583	0	0	292487.5086	0	538004.4627	1469882.933	0	0	518929.4797	0	182233.7518	0	10407699.5	5221710.273	901403.1089	1653521.352	5903259.944	510552.3408	3992942.03	1117784.611	5698990.567	605670.4051	369414.5226	3299103.294	802938.784
4729	M359T50	358.8379731	50.48983667	869802.6856	13332662.27	129885.8149	217917.2793	316834.6672	123600.9031	97004.27567	67510.59915	240185.6306	417524.4424	0	2235094.526	2465115.734	135427.7241	206269.6386	1401984.23	242111.6662	67545.08017	146626.9404	118169.3815	165437.7777	205086.3779	305565.9006	0	342099.2489
4730	M256T277	256.1190917	277.055909	364921.1231	11510396.68	12346489.26	588033674.9	38554803.02	538121861.6	11122684.91	689464.1279	32412122.82	139318639.5	34850255.16	887631.1222	508869.4497	390226407.7	600129830	0	2842203.688	4002872.904	6065930.948	235452.6284	38375812.16	13170211.35	73374849.14	9286740.79	0
4731	M348T314	348.1312046	313.5098997	0	0	0	9615130.873	0	7106548.514	0	0	0	1723044.357	0	0	0	4670428.616	8712405.506	0	0	0	0	0	0	0	197007.4018	0	0
4732	M83T53_5	83.10108063	53.38084464	3253886.966	11045199.63	923717.0669	8067058.937	1077156.174	5425509.447	10453419.68	2168320.572	15400127.76	76487.19697	4680630.142	70212.7315	13418979.13	1292617.332	5644819.841	3320828.742	24638827.8	1827665.413	10553246.21	14378470.4	1193912.349	11124757.84	1167651.985	708365.2874	278218.4773
4733	M320T381_2	319.7654435	380.6486471	0	523131.3829	874301.6749	0	0	0	450884.261	0	0	1414033.928	0	0	0	0	394189.5486	0	0	0	3142648.49	0	0	0	206048.1135	0	0
4734	M339T276	339.0852285	276.1282087	0	0	0	25866003.68	0	11262066.48	0	0	0	3823544.756	0	0	0	0	5385238.252	0	0	0	0	0	0	0	0	0	0
4735	M417T416	417.1345083	415.5123149	1518123.292	0	244206.9094	0	320362.4796	0	199406.3712	0	0	1021331.397	0	0	0	0	0	0	0	0	0	8235183.218	0	0	112387.0905	0	0
4736	M82T349_2	81.93715977	349.2205006	0	2199413.138	0	1800043.86	352026.1237	505930.6401	2164557.393	0	2787494.624	0	2166183.283	0	0	809432.9724	0	0	0	0	0	0	0	0	0	2652383.104	0
4737	M242T521	242.1107231	520.6490983	0	12294174.67	0	873017.8162	0	0	420476.5414	0	0	0	695855.4292	461507.8373	302905.7964	0	404764.5811	0	211230.394	0	0	5480676.328	434874.0318	0	0	0	0
4738	M93T409	93.0697567	409.022545	146215.9024	476890.4161	0	1088198.508	185366.8761	462207.6272	1456520.075	802380.3008	3603330.625	0	1296364.155	0	341785.973	1439305.439	0	0	1074844.425	350875.4244	0	1214804.318	3634470.65	1059348.248	1973179.595	180768.3187	0
4739	M197T297_5	196.824883	297.3681804	0	2270244.497	0	1737204.582	474430.6902	357309.1232	820477.6881	0	2917112.48	626118.4989	0	0	0	2124771.302	404367.8386	0	0	0	0	0	0	0	0	300412.0769	127061.4812
4740	M258T386_6	257.5764438	386.3955959	1918386.653	1093852.221	0	591412.4516	1258970.262	290837.0182	168314.4366	1800462.964	2661119.803	140785.9822	2541016.275	588647.1492	532917.0733	13833886.24	0	0	0	0	0	178358.8879	6286872.797	7142940.923	0	133611.5377	0
4741	M208T294	208.0607108	293.5929005	16381896.48	1461622.475	0	318764.4713	0	7850899.146	0	0	0	11798402.04	251489.4402	1238666.676	0	0	224750.0553	2183154.057	157857.2817	854443.0286	1504642.377	1665938.094	0	0	0	154459.0305	0
4742	M227T437	227.0916933	436.7398761	15294740.51	41638253.99	13278497.54	27986582.18	21030407.46	10131526.91	13038918.43	19668165.53	26931390.11	4806336.606	58088824.14	22690002.22	8405730.022	22293005.2	8721123.883	2874352.854	18273592.69	11419730.96	457900385.5	130382403.2	3318823.774	4099784.547	5490036.777	3979209.726	0
4743	M416T825	416.2427381	824.7247833	0	3353631.749	830193.9627	3537668.009	2792157.132	2372718.636	4261816.678	2087645.694	2641678.821	1517654.961	2922091.729	1232758.069	3005593.638	983513.6121	1525502.191	1836498.543	550359.3105	315290.3523	542942.7257	1453211.489	711171.7213	135755.3339	15643.70308	6456.50162	2698191.631
4744	M232T379	232.0279259	378.8792954	258662.0769	0	13550968.92	4245621.666	0	0	12357186.51	26590188.22	0	6130921.919	1018572.862	0	1732556.541	0	198287.4921	0	6255002.866	3349548.353	0	0	7745653.954	0	0	3378119.542	0
4745	M204T361	204.1021712	361.2293287	0	6002987.761	0	32941623.1	0	7975485.606	0	194669.9107	0	3820590.542	0	163990.5593	0	8150094.471	21502564.68	0	0	0	0	0	0	0	1522476.525	2152481.414	0
4746	M129T46_3	129.1696779	46.1644	0	139767.1071	0	0	0	0	0	0	0	477502.0945	0	0	0	401877.5113	0	503076.2374	0	0	0	0	1499236.58	0	0	1399019.389	0
4747	M135T416	135.1166388	415.5600494	6064721.005	7833240.938	292507.795	4221612.429	6882489.133	73209276.61	2249867.942	107830.0471	32876962.44	5861520.269	8337426.119	0	239236467.7	46196583.92	1308955.013	3503783.757	5631416.732	3430073.992	6912934.135	0	446896652.1	5599238.376	62164039.96	0	0
4748	M220T287	220.0610957	286.8019194	0	354677.5676	0	14191905.53	0	4969176.71	812901.3049	271707.6333	234204.4879	1027226.742	944355.6899	0	0	20428085.53	14256866.8	0	222727.5774	0	0	0	0	734467.9033	0	492258.9405	0
4749	M138T55	138.0756641	54.57996231	221361.9461	9386865.775	0	463376.6469	476600.5821	7812906.436	4573636.731	506140.5039	14514362.15	3085952.296	2711464.588	0	889963.6647	8725803.986	1705656.437	0	1333992.612	2122182.612	796427.643	2082745.408	5411429.234	3294942.003	1205707.433	3405469.961	0
4750	M369T364_2	369.1128746	363.5340227	258260.4812	2184434.868	1615126.654	28862254.17	2052079.389	11794153.62	1450907.196	3273344.333	0	7898987.999	0	0	5778137.557	20889241.96	92003775.26	173639.3459	246993.262	0	1828978.727	0	0	0	4767438.037	21524414.01	171800.886
4751	M343T383	343.1514367	382.6803751	0	5218956.81	143356.9884	2376884.666	163858.534	1231710.602	0	155761.6153	755376.5319	192855.9116	408988.2167	0	1917071.272	7809683.06	1513498.864	0	0	0	0	99014.35898	497880.6466	270133.3717	0	0	0
4752	M359T324	359.1482899	324.2470096	247489.15	720592.7716	349197.0662	589485.0769	2903246.302	0	0	0	189795.6069	9700569.468	0	0	316097.5227	137337.2217	0	0	0	0	0	8498495.225	0	0	1443105.881	0	0
4753	M184T332	183.5282363	331.864387	0	0	0	1856530.594	0	584907.048	362104.9592	0	0	172430.6603	184962.2765	171175.9279	421759.7568	335065.7153	732392.2651	0	0	0	0	0	160270.9263	0	0	0	0
4754	M246T67	246.0821626	66.78978265	0	0	0	0	0	0	0	0	0	5275946.533	0	0	178060.5297	0	0	0	0	828609.3788	0	0	0	0	0	253479.0719	0
4755	M476T465	476.1951544	465.022638	496467.9902	1815170.162	159392.0002	1271570.791	0	604245.4885	0	342493.8167	256124.3334	0	1264955.046	0	258216.0693	7591378.843	0	0	1970538.399	420747.6982	330261.7572	160492.5036	4270697.208	0	0	0	0
4756	M245T417_14	245.113575	416.752477	394676.6928	14156368.35	1694297.784	5030759.244	439938.015	5174849.725	4974240.413	2638824.774	4285486.533	103496.1226	5528965.679	0	5120623.149	3226087.885	248350.2179	109212.6622	7274459.967	4726798.512	1514699.806	3017606.07	2600303.029	3482507.187	0	2287495.961	0
4757	M166T93	166.0735824	92.63362639	12373544.44	370171582.9	10870324.47	41783538.87	19106495.74	22341880.3	44014596.52	32359873.78	255862132	553292.4417	22908167.38	2329391.327	809791794.4	6185153.855	26973001.09	3039876.659	49331179.11	495772.1349	7636996.981	15023025.73	43533201.88	10960541.05	1664032.842	2311140.866	65334.83718
4758	M129T48	128.9650268	47.68222124	0	0	0	0	134146.7504	207066.491	0	3037050.444	391983.4029	0	1094849.665	0	0	780102.3834	76845.871	0	3456844.633	2338480.815	2148993.248	0	275181.0494	7367957.823	0	923552.3284	0
4759	M189T285_2	188.617246	284.5513891	3924704.474	242130.5949	5822569.824	0	201747.1872	758445.7679	768209.7499	1206612.712	0	0	2238515.154	160961.3314	0	0	0	0	834762.7151	895150.9563	0	203686.6476	0	482527.3254	0	243239.8662	0
4760	M182T361_7	182.2970068	361.0927668	0	967349.1338	0	0	0	250316.0847	0	0	3048102.588	0	0	0	0	2356258.616	0	0	0	0	0	0	454169.6357	0	0	1736711.913	0
4761	M358T516_2	357.5460002	515.623001	0	71669.88379	0	218137.6362	296463.2089	589362.1466	0	396078.5772	1814788.862	0	927110.0982	0	4391631.399	80345.38824	324437.5685	0	0	0	905283.5638	0	0	0	695468.4756	0	0
4762	M151T334	151.0762067	334.4926061	0	212843.4284	0	10638176.24	1238470.037	6208448.674	1531712.705	849135.8485	5594375.344	1709535.818	5875972.377	171158.3531	519542.4306	36874099.93	12958963.81	0	837610.7318	0	1360675.462	217988.4376	4987357.672	1111123.076	1138167.161	0	0
4763	M162T54_4	161.8957183	54.49483272	0	463222.17	0	0	0	0	254316.5143	0	275052.9528	0	0	0	1422180.602	458169.3343	314721.6724	0	0	0	0	0	0	0	0	0	222607.4058
4764	M338T402	338.1978379	402.4417669	963448.0694	2484934.467	3989725.16	2334785.747	0	227547.365	1012455.153	0	405927.7712	0	0	0	0	4081431.347	0	0	627655.2666	199082.2071	0	0	0	0	0	0	0
4765	M524T64	524.3934789	63.71899403	0	384848.0158	0	0	399560.8009	584566.9959	0	0	251303.1005	0	0	0	8206626.392	1448770.778	2971717.327	2568194.167	1510894.742	1281953.491	3102562.825	3296066.34	3721083.581	971540.1352	2396078.751	7687938.362	717068.3637
4766	M248T343_2	247.9732272	342.8548577	183337.8489	468347.2842	0	0	1677130.486	443015.5695	524724.463	0	1309414.602	0	965125.3211	0	190731.8734	1334127.975	186682.8019	0	0	0	2059518.874	0	556617.6213	0	346022.4611	0	0
4767	M220T284_5	220.4574714	283.8270698	4036569.044	1420567.098	122803.7936	607060.6178	0	181432.022	232233.3843	2916002.743	0	140927.9746	0	0	0	0	0	0	189006.2773	380205.8211	0	3075251.703	0	816265.214	0	0	0
4768	M175T270	175.0963653	270.2143417	10640089.77	9655674.12	12845897.15	5924557.503	18460783.43	7607747.477	12890553.34	10134213.83	16695821.82	3531246.675	13332967.72	2545049.127	0	5859243.511	2640529.107	2921186.373	7650121.847	6520029.308	3328681.688	3856571.01	1838670.801	2759129.73	353134.6601	687912.8564	1492348.847
4769	M204T434	204.0857063	433.5562623	1403141.901	577101.45	1310958.477	997693.9122	6649630.242	5739840.674	1042411.059	2826763.47	3867705.236	472367.5761	2066540.112	2983169.991	283310.2519	65306907.59	0	156258.9863	400366.9411	235157.6174	2067805.121	435130.4164	1977034.197	494241.8861	1522555.48	321108.4085	0
4770	M355T487	355.1047886	486.6101964	526817.5085	591092.1451	5661442.18	3719609.427	5711991.473	8327321.185	0	3209416.606	0	468532.3172	175056.6056	0	172416.7294	19630965.42	0	0	2536767.144	686176.3006	1216024.983	1749370.834	396253.0229	0	1086244.402	173360.9661	0
4771	M106T402	106.0973373	402.0580187	0	0	0	4471430.323	0	0	16292260.87	1029482.324	1625982.811	2070951.554	1999793.499	0	251971.5412	0	0	0	11688268.89	1291363.038	1365030.802	3964999.144	846489.9217	238852.8698	0	182042.3378	0
4772	M234T353	234.077909	352.7791284	108861.509	2082408.132	0	8684125.768	87798.71832	83122.31138	0	5978284.769	1155463.138	71802.32173	272025.7362	0	0	11007415.1	8379247.261	215757.8317	254996.1644	0	216788.9425	180766.2261	0	99067.5951	0	0	0
4773	M53T349	52.55451715	349.3193033	277001.2913	626632.1769	0	596457.181	0	1040210.392	2381096.124	0	1367544.614	0	2711388.192	0	1466641.368	2576821.56	0	0	0	0	0	0	1599071.453	0	0	4433216.523	0
4774	M287T355	287.1617285	355.3567441	475251.1157	1632407.685	3517533.593	19924141.89	4606002.535	10256792.62	246834.2838	235098.982	3691994.379	6689290.248	6226998.445	940176.2462	1363317	21043813.76	32784887.48	0	1329291.095	558662.1103	2452159.305	476086.8315	1681972.882	4074714.011	3822077.193	488983.572	0
4775	M381T332	381.1733125	331.7825185	512552.1258	7120698.599	437392.4496	996296.1456	689448.9138	1474777.91	1923781.276	1128186.941	1269486.269	516664.62	320278.7689	297999.5864	2693788.124	14267612.72	0	0	324924.4617	208407.3089	548138.3553	0	1866394.421	253656.3499	166918.9913	541564.8612	0
4776	M94T726_2	94.19476348	726.2971969	0	0	0	1517550.02	0	449909.8065	156035.6776	167592.5909	0	0	0	0	0	0	0	205005.4233	0	0	0	0	0	0	0	0	0
4777	M354T376	353.9609033	376.3631208	2464947.558	0	245055.9854	0	372496.1985	0	0	0	0	0	0	0	0	0	0	494003.2608	0	0	0	208284.4058	0	0	169130.0387	0	0
4778	M222T278	222.0801883	277.9336903	231530.9583	38885803.57	617124.7676	6178530.519	352447.4417	36895544.5	350095.509	370076.6829	110680432.6	171100.0573	143353666.6	200932.5099	0	327343835.4	2686885.047	33700227.29	67755937.57	75561636.63	27749528.44	169502.3736	23533214.81	1007814.218	12942155.77	204689.0024	0
4779	M343T313	343.0918791	313.2330703	0	557272.2335	0	1661605.885	326445.0888	1568938.24	489180.9264	0	6557709.523	0	550319.4952	0	203062.9828	1758038.889	168930.2975	0	0	0	0	192375.6152	741844.8769	0	0	708170.3448	0
4780	M342T349	342.336202	349.2205347	0	440686.8316	0	0	0	1006734.596	1216053.527	0	1312047.567	0	1430270.881	0	0	1201600.647	0	0	468036.0976	0	0	0	0	0	0	2910600.309	0
4781	M358T515_2	357.963326	515.494027	0	686515.7331	0	0	0	1834318.219	0	254580.2984	1172402.495	0	859315.3934	0	2455729.727	0	164819.4137	0	0	136663.7613	1632838.405	0	907168.5953	0	170602.8123	0	0
4782	M140T269	140.0341481	268.6682079	0	0	2216177.146	9135625.988	3254034.983	6123180.574	2771320.855	3428626.711	2395793.584	8362610.353	1713008.217	369617.1736	0	43697756.72	7150492.695	0	1459882.116	399898.7318	1868665.104	816739.7902	4439948.488	1125139.28	172191.6013	0	121914.7307
4783	M94T57_2	94.10489656	56.78588428	204680.5777	0	0	7551456.422	0	3424626.307	0	0	1985837.973	1454586.978	0	0	0	8390598.887	12277129.53	0	0	0	0	0	506478.8287	0	194476.5385	0	0
4784	M294T412	294.1347048	412.3830919	2530081.299	3381344.217	8158801.272	5385103.456	9640229.602	19713387.8	1923557.629	174646530	6109276.07	611430.3291	9124586.225	111838.8566	4063305.163	2139390.031	1301058.226	1024437.619	17918139.63	9572163.361	6471190.168	9580674.199	8635718.363	2861348.916	1564575.078	5144614.523	0
4785	M226T273	226.1444924	273.4506751	0	1061055.547	0	16778800.23	262358.4914	8509746.685	0	0	740707.8753	7321808.816	510106.5622	0	0	22853639.5	50497374.23	0	0	0	179871.01	0	247084.5132	254565.399	0	0	0
4786	M197T307	197.0920497	307.0736916	147612.7867	7078239.222	2822111.68	477976912.6	6533895.448	155076468.7	3228065.131	524622.1644	18621025.55	19074016.8	23717643.24	2423024.646	5100561.93	255341119.6	274537429.1	167069.2709	1678424.405	833920.5373	1834301.114	311422.1944	15905142.37	2172010.601	10228001.76	742599.432	0
4787	M222T431_2	222.1128329	431.1358366	4240942.784	2731269.911	2864613.044	12876963.78	729444.0633	7490212.015	5822786.238	3707027.802	4504596.691	2870184.679	2231650.332	1310216.157	1686711.002	5892656.607	4975293.862	224007.9402	6824870.938	4368430.85	3525611.882	3377965.248	2009055.344	5339044.305	873130.4522	4642741.795	0
4788	M360T292	360.1312412	291.8763484	0	0	69673.16418	6034431.819	184364.4551	3339364.053	4972734.108	0	0	208027.3017	1355054.261	0	0	5506306.196	6685541.005	0	0	0	0	0	0	0	153617.048	0	0
4789	M250T66	250.0399807	66.08118635	3575798.983	6735623.317	2648779.606	4543027.93	3401032.672	3221572.282	4017823.51	9798401.664	12512551.41	7340533.623	6110270.417	0	9309398.895	22623362.24	4429192.95	0	3437549.167	15371987.16	527418.2652	3378122.664	1497728.755	1909802.318	1878194.184	9354782.748	0
4790	M181T284_11	180.7894962	284.1003718	0	3493268.563	321748.6643	3428641.572	406744.9109	387454.667	0	0	0	643386.2847	0	143776.7067	0	0	1427807.207	0	206942.2283	0	173005.8846	0	0	0	1530977.983	241042.6885	0
4791	M62T55	62.04269995	55.2407435	268973804.1	170750138.7	253981558.3	305831952.1	305121504.8	349547823.3	247506733.3	264953914.4	215811566	164362368.4	313180927.8	257352597.5	211739814.7	178824384.6	284284981.8	236644440.4	438984009.1	252182743.6	453716074.3	509197434.2	248475822.6	452918179.2	245943681.8	216661833.3	48153570.66
4792	M69T349	68.72467895	349.1959455	0	5951891.154	0	2575820.867	0	1670513.487	2767111.228	0	6897419.689	0	4065473.956	0	0	14395131.74	0	0	508336.2936	0	896069.7288	0	5711379.953	0	0	8723414.503	0
4793	M160T55	160.0975077	54.59663353	0	656941.1875	12055991.17	9061786.481	4027468.714	50749906.47	44619967.61	984794.0448	80134203.81	39075236.19	1514493.018	699597.8635	53075014.68	6430991.424	14100123.31	0	9372586.611	16744343.68	833753.6839	9565889.092	30454088.89	54200767.89	1704102.521	3273909.142	0
4794	M352T415	352.2137759	414.8892626	0	2949837.515	713750.3046	639102.5656	0	472671.681	1290424.547	0	413900.6126	0	0	0	0	0	0	0	0	0	0	0	939211.6665	0	2798598.032	309715.2417	0
4795	M366T246	366.1008867	246.0232967	0	2896189.232	0	923865.7229	0	3665648.904	4051827.04	142032.5002	13288860.29	1120848.937	3909373.535	0	0	1924693.005	925911.0869	0	0	0	0	0	3629201.24	0	0	0	0
4796	M152T315	152.0422944	315.0039735	879485.6724	917822.1416	4307560.07	11272032.31	755979.7325	5639759.706	1214698.156	1847411.795	1906585.724	884929.1711	17576161.88	1415243.621	7183487.876	7689962.649	8344519.098	497713.894	206878.2162	0	411569.0603	603860.8893	2458986.595	2793402.969	1867823.219	0	561414.709
4797	M204T66_2	204.1662047	66.41888528	0	0	0	0	0	0	0	0	0	0	0	0	0	2843677.511	0	0	350877.2253	0	0	0	0	0	2028846.472	0	205396.4816
4798	M561T448	561.313458	447.652009	1280156.36	942397.7739	0	591947.7309	1784284.809	2233198.526	1840418.78	1314701.154	3359270.995	484469.2701	0	0	678232.9596	1406639.612	0	0	0	0	791067.3561	0	0	151498.0777	907015.6968	339495.2499	0
4799	M333T326_2	333.083658	325.9625442	0	0	0	15150472.75	0	10583689.77	0	0	0	564641.3121	0	0	0	10728040.32	12605865.26	0	0	0	0	0	0	0	1157588.706	0	0
4800	M263T399	263.0526018	399.4124262	4793470.404	0	745478.3348	1427828.562	0	694848744.1	1234022.65	20139846.87	2692633.569	27787072.31	18097246.23	29735891.85	0	60767644.43	0	118104610.5	2385623912	1694263203	2730736242	9381271.681	6791372.456	1203231750	519755958	0	0
4801	M177T337	177.0549517	337.0852023	0	141892.5753	0	49156961.73	1294194.017	7911411.657	16128367.02	0	0	12492932.27	0	0	0	24022921.8	52439323.41	0	0	0	0	0	473412.724	0	1235825.77	0	0
4802	M343T429	343.2240686	428.9492627	2167033.073	13226260.47	30133992.91	7823718.558	20720631.62	344909618.3	4041003.084	2072579.064	3966212.975	1555827.976	16120949.28	1283999.835	7115992.437	2024809.422	748352.3927	1846750.468	36321780.44	28589211.24	11860096.39	2564731.067	13727372.41	24608647.81	15585055.76	6242902.154	0
4803	M313T698	313.3715221	698.1467557	0	0	0	0	216387.1128	0	0	0	51951.82629	0	0	162399.1808	0	174352.7055	137942.5638	0	0	0	0	0	0	0	0	0	0
4804	M136T374	136.0472454	373.6608488	2125056.395	13903057.2	1362124.124	4864049.587	3224503.752	6513141.909	15553129.83	3980906.739	6957012.872	22835279.19	6029054.77	0	13622866.6	8373074.419	1593507.374	2767969.461	7079468.178	3448769.278	12710477.19	2596451.577	10420340.14	18503316.01	178433.8002	192846.482	0
